3.673569267658652215e+00,-4.190908670425415039e-01,1.016432380676269531e+01,1.443820595741271973e+00,5.280025482177734375e+00,4.068330287933349609e+00
3.673562481293310977e+00,-4.190934598445892334e-01,1.016433715820312500e+01,1.443819999694824219e+00,5.280028820037841797e+00,4.068326950073242188e+00
3.761558690866776633e+00,-4.175375103950500488e-01,1.015781879425048828e+01,1.444282770156860352e+00,5.273914337158203125e+00,4.075338840484619141e+00
3.761550136788304854e+00,-4.175358712673187256e-01,1.015783023834228516e+01,1.444282054901123047e+00,5.273909568786621094e+00,4.075335025787353516e+00
3.567885947756435527e+00,-5.336678624153137207e-01,1.041339683532714844e+01,1.384032249450683594e+00,5.207668781280517578e+00,4.111777782440185547e+00
3.567876817210702711e+00,-5.336675643920898438e-01,1.041339111328125000e+01,1.384031653404235840e+00,5.207667350769042969e+00,4.111780643463134766e+00
3.621581769588879229e+00,-5.339683890342712402e-01,1.042541885375976562e+01,1.387779116630554199e+00,5.212915420532226562e+00,4.084867477416992188e+00
3.621584029067428379e+00,-5.339661240577697754e-01,1.042542076110839844e+01,1.387778997421264648e+00,5.212910175323486328e+00,4.084869861602783203e+00
3.558727025945446876e+00,-5.315328240394592285e-01,1.041704273223876953e+01,1.378940105438232422e+00,5.171139240264892578e+00,4.153382778167724609e+00
3.558741505051497001e+00,-5.315357446670532227e-01,1.041703605651855469e+01,1.378941893577575684e+00,5.171151161193847656e+00,4.153389453887939453e+00
3.636198906529360286e+00,-5.301536917686462402e-01,1.044846439361572266e+01,1.382166743278503418e+00,5.170926094055175781e+00,4.118004798889160156e+00
3.636207329434936408e+00,-5.301563143730163574e-01,1.044845199584960938e+01,1.382167220115661621e+00,5.170929431915283203e+00,4.118010520935058594e+00
3.334629701192232787e+00,-6.153839826583862305e-01,1.013911914825439453e+01,1.421766638755798340e+00,5.332829952239990234e+00,3.934834718704223633e+00
3.334623715734787996e+00,-6.153885126113891602e-01,1.013911151885986328e+01,1.421770215034484863e+00,5.332846164703369141e+00,3.934828996658325195e+00
3.333818593834220412e+00,-6.162236928939819336e-01,1.010565185546875000e+01,1.419762969017028809e+00,5.332918643951416016e+00,3.934216260910034180e+00
3.333825369594738408e+00,-6.162232160568237305e-01,1.010563373565673828e+01,1.419762849807739258e+00,5.332923412322998047e+00,3.934220075607299805e+00
3.212545542157968725e+00,-6.183959841728210449e-01,1.014322090148925781e+01,1.425871610641479492e+00,5.354804515838623047e+00,3.838424682617187500e+00
3.212531096263006702e+00,-6.183992028236389160e-01,1.014324378967285156e+01,1.425867795944213867e+00,5.354796886444091797e+00,3.838418245315551758e+00
3.214510661123561874e+00,-6.189720630645751953e-01,1.010850906372070312e+01,1.422415018081665039e+00,5.350579738616943359e+00,3.836587667465209961e+00
3.214521416820251609e+00,-6.189697384834289551e-01,1.010851860046386719e+01,1.422415971755981445e+00,5.350577354431152344e+00,3.836587667465209961e+00
3.557022041233336651e+00,-5.919746160507202148e-01,1.041454982757568359e+01,1.382075905799865723e+00,5.251046657562255859e+00,4.102913856506347656e+00
3.492860944289225333e+00,-5.890241861343383789e-01,1.043341159820556641e+01,1.382863759994506836e+00,5.250586986541748047e+00,4.109607696533203125e+00
3.317188522894360503e+00,-5.892069935798645020e-01,1.041944789886474609e+01,1.380041241645812988e+00,5.235542297363281250e+00,4.052397727966308594e+00
3.467574037145273458e+00,-5.897389650344848633e-01,1.041240406036376953e+01,1.383173465728759766e+00,5.248219490051269531e+00,4.107953071594238281e+00
3.557533262260314633e+00,-5.920444726943969727e-01,1.041358375549316406e+01,1.382232904434204102e+00,5.251585960388183594e+00,4.103005886077880859e+00
3.493400726053563776e+00,-5.890111327171325684e-01,1.043287086486816406e+01,1.382977962493896484e+00,5.250792503356933594e+00,4.109720230102539062e+00
3.316765161204193735e+00,-5.891672968864440918e-01,1.042045307159423828e+01,1.379923820495605469e+00,5.235129356384277344e+00,4.052305698394775391e+00
3.467026282613976385e+00,-5.896645784378051758e-01,1.041363716125488281e+01,1.383013486862182617e+00,5.247611522674560547e+00,4.107839584350585938e+00
