6.422239724445644171e-01,-1.513752698898315430e+00,4.167300415039062500e+01,5.432294607162475586e-01,1.748416066169738770e+00,1.122177094221115112e-01
6.422241576495966164e-01,-1.513763546943664551e+00,4.167296981811523438e+01,5.432331562042236328e-01,1.748420953750610352e+00,1.122177094221115112e-01
6.472098492806276360e-01,-1.646350979804992676e+00,4.133932495117187500e+01,5.628305077552795410e-01,1.781573295593261719e+00,1.307787001132965088e-01
6.472057367594605815e-01,-1.646328330039978027e+00,4.133939743041992188e+01,5.628259181976318359e-01,1.781566023826599121e+00,1.307787001132965088e-01
5.355759063391685171e-01,1.972019672393798828e-01,3.076018524169921875e+01,1.885449141263961792e-02,1.805835604667663574e+00,3.616827428340911865e-01
5.804762180466698229e-01,1.385029554367065430e-01,3.088269996643066406e+01,2.508836053311824799e-02,1.848139286041259766e+00,3.374835848808288574e-01
7.630928142541464343e-01,3.115053474903106689e-02,3.158356857299804688e+01,2.499130927026271820e-02,1.850868821144104004e+00,3.177874982357025146e-01
5.087258493586116481e-01,2.678806781768798828e-01,3.120116996765136719e+01,2.861172426491975784e-03,1.731949448585510254e+00,3.365893661975860596e-01
5.355758295698134219e-01,1.971915364265441895e-01,3.076013565063476562e+01,1.885968819260597229e-02,1.805839061737060547e+00,3.616832792758941650e-01
5.804762212251122211e-01,1.385174244642257690e-01,3.088265037536621094e+01,2.508216351270675659e-02,1.848141193389892578e+00,3.374843895435333252e-01
7.630928209904397352e-01,3.115139156579971313e-02,3.158356475830078125e+01,2.498986199498176575e-02,1.850868582725524902e+00,3.177879154682159424e-01
5.087258493586116481e-01,2.678700685501098633e-01,3.120121192932128906e+01,2.862533321604132652e-03,1.731951117515563965e+00,3.365893661975860596e-01
