1.387580606828121121e+00,1.597806692123413086e+00,1.058963489532470703e+01,-2.480179518461227417e-01,1.995757222175598145e+00,1.407833933830261230e+00
1.339328280972842844e+00,1.410704374313354492e+00,1.118170928955078125e+01,-1.362460553646087646e-01,1.941443085670471191e+00,1.390728354454040527e+00
1.322514605529412357e+00,1.564186811447143555e+00,1.069485664367675781e+01,-2.726608216762542725e-01,1.984619140625000000e+00,1.332990050315856934e+00
1.317337649128198951e+00,1.580796241760253906e+00,1.049312496185302734e+01,-2.560176551342010498e-01,1.988132596015930176e+00,1.432268500328063965e+00
1.318051430538568658e+00,1.582217931747436523e+00,1.049623107910156250e+01,-2.558417916297912598e-01,1.988636970520019531e+00,1.432971358299255371e+00
1.467127956259552723e+00,1.704521775245666504e+00,9.756960868835449219e+00,-3.255849182605743408e-01,2.102578639984130859e+00,1.398606896400451660e+00
1.316126624243552756e+00,1.562074542045593262e+00,1.069567108154296875e+01,-2.649268805980682373e-01,1.979373335838317871e+00,1.349125623703002930e+00
1.316799512026446850e+00,1.560112118721008301e+00,1.069319438934326172e+01,-2.651376426219940186e-01,1.979029893875122070e+00,1.347867608070373535e+00
1.346254138032689784e+00,1.409667968750000000e+00,1.117559528350830078e+01,-1.357035934925079346e-01,1.941686987876892090e+00,1.391691327095031738e+00
1.232484761766409420e+00,1.407028317451477051e+00,1.117645168304443359e+01,-1.346948444843292236e-01,1.945644974708557129e+00,1.382712721824645996e+00
1.473147551514693898e+00,1.696999788284301758e+00,9.736506462097167969e+00,-3.258284330368041992e-01,2.099860906600952148e+00,1.405980348587036133e+00
1.435477196856179249e+00,1.414637804031372070e+00,1.150398540496826172e+01,-1.464925408363342285e-01,1.903670668601989746e+00,1.328688263893127441e+00
1.392125870550318778e+00,1.580830812454223633e+00,1.054980182647705078e+01,-2.476598918437957764e-01,1.993680715560913086e+00,1.410724878311157227e+00
1.233572303666818248e+00,1.406119585037231445e+00,1.116504859924316406e+01,-1.349749565124511719e-01,1.944534540176391602e+00,1.379265666007995605e+00
1.391347917582226978e+00,1.592157602310180664e+00,1.057211399078369141e+01,-2.479925602674484253e-01,1.995405673980712891e+00,1.408300638198852539e+00
1.468359167282686562e+00,1.699904084205627441e+00,9.740483283996582031e+00,-3.268626332283020020e-01,2.100415945053100586e+00,1.405777454376220703e+00
1.326641094982602187e+00,1.566478490829467773e+00,1.069805145263671875e+01,-2.731333673000335693e-01,1.985972404479980469e+00,1.332110404968261719e+00
1.321901505051073178e+00,1.562683582305908203e+00,1.068570137023925781e+01,-2.726157903671264648e-01,1.984743952751159668e+00,1.334217071533203125e+00
1.491603215016110040e+00,1.411617159843444824e+00,1.150545310974121094e+01,-1.443292796611785889e-01,1.899656534194946289e+00,1.327099800109863281e+00
1.364855835153452102e+00,1.579275965690612793e+00,1.070288467407226562e+01,-2.759988903999328613e-01,1.980126142501831055e+00,1.315111517906188965e+00
1.325651029020715299e+00,1.570991873741149902e+00,1.070510005950927734e+01,-2.734307646751403809e-01,1.986850738525390625e+00,1.331635117530822754e+00
1.230129101156909321e+00,1.407227754592895508e+00,1.116721057891845703e+01,-1.355819106101989746e-01,1.944930553436279297e+00,1.379905462265014648e+00
1.365857815987226331e+00,1.574524760246276855e+00,1.069472503662109375e+01,-2.757170796394348145e-01,1.979194998741149902e+00,1.315635442733764648e+00
1.349666812352552814e+00,1.412907481193542480e+00,1.117575263977050781e+01,-1.347865313291549683e-01,1.940055489540100098e+00,1.387178301811218262e+00
1.324879755418256311e+00,1.587200403213500977e+00,1.051935672760009766e+01,-2.558442652225494385e-01,1.991267919540405273e+00,1.429297924041748047e+00
1.229193686277720854e+00,1.409035801887512207e+00,1.118122100830078125e+01,-1.354495882987976074e-01,1.945799589157104492e+00,1.383412957191467285e+00
1.325615515359345409e+00,1.585746288299560547e+00,1.051122570037841797e+01,-2.563051283359527588e-01,1.991339802742004395e+00,1.429974436759948730e+00
1.395898868323846020e+00,1.579988360404968262e+00,1.054796314239501953e+01,-2.472424209117889404e-01,1.993467330932617188e+00,1.411150932312011719e+00
1.342776699907818116e+00,1.413621187210083008e+00,1.117802810668945312e+01,-1.360076069831848145e-01,1.939474463462829590e+00,1.386206507682800293e+00
1.471774877048946939e+00,1.703794956207275391e+00,9.759527206420898438e+00,-3.242293298244476318e-01,2.102066516876220703e+00,1.398811101913452148e+00
